Question Num,Text,Barriers,Triage level
5SD_0513,"I try to take my meds consistently, but sometimes I lose track of time when I'm caught up with watching TV or playing video games.",2 - Your habits and activities,2 - Medium
5SD_0514,"I smoke occasionally, and after a cigarette, I often forget if I've taken my medication or not.",2 - Your habits and activities,1 - High
5SD_0515,"During family gatherings, the noise and chaos make it easy for me to miss a dose of medication.",2 - Your habits and activities,2 - Medium
5SD_0516,"When I'm on vacation, the change in my daily schedule often leads me to forget a dose here and there.",2 - Your habits and activities,1 - High
5SD_0517,I sometimes forget my medication when I'm binge-watching a new series because it's easy to lose track of time.,2 - Your habits and activities,2 - Medium
5SD_0518,"I make a point of never missing a dose during the weekdays when I'm at home, but weekends can be unpredictable.",2 - Your habits and activities,2 - Medium
5SD_0519,"I've started exercising regularly, but sometimes I skip my meds because I'm focused on getting to the gym on time.",2 - Your habits and activities,2 - Medium
5SD_0520,"I try not to let my social life interfere with my health routine, but occasionally a night out leads to missed doses.",2 - Your habits and activities,2 - Medium
5SD_0521,"I tend to be more relaxed on the weekends, which sometimes leads me to be late with my doses because I'm not as focused on timing.",2 - Your habits and activities,2 - Medium
5SD_0522,"When I'm watching sports games, it's easy for me to lose track of time and miss a dose because I get caught up in the action.",2 - Your habits and activities,3 - Low
5SD_0523,I usually forget to take my medication when I'm out and about during work hours because it doesn't fit into my schedule.,2 - Your habits and activities,1 - High
5SD_0524,"On weekends, my schedule is more relaxed, so I always remember to take my medication, but during weekdays, it gets chaotic.",2 - Your habits and activities,2 - Medium
5SD_0525,"I usually have a routine of taking my medication after breakfast, but when I skip meals, it becomes harder to remember.",2 - Your habits and activities,2 - Medium
5SD_0526,"During the week, my schedule is packed with meetings, so sometimes I miss a dose because I'm running late.",2 - Your habits and activities,2 - Medium
5SD_0527,"When I'm out late at night working on projects, it becomes difficult to maintain my regular medication schedule.",2 - Your habits and activities,2 - Medium
5SD_0528,"When I'm at a conference for several days, it's easy to lose track of time zones and forget my medication schedule.",2 - Your habits and activities,2 - Medium
5SD_0529,"I have set alarms on my phone to remind me, but sometimes those go off during important meetings or calls, making it hard for me to take them immediately.",2 - Your habits and activities,2 - Medium
5SD_0530,"When I’m deeply engrossed in a project at work, the hours just fly by, and before I know it, it's time for my next dose, but usually a bit late.",2 - Your habits and activities,2 - Medium
5SD_0531,I make sure to take my medication before any of my workouts since that's when I feel most consistent about it.,2 - Your habits and activities,4 - None
5SD_0532,I've been trying to reduce caffeine consumption because it makes me jittery and I think that might be affecting how well I stick to my meds schedule.,2 - Your habits and activities,3 - Low
5SD_0533,"I always keep a small pillbox in my bag so that no matter how hectic my day is, I have somewhere safe to store them until it's time to take them.",2 - Your habits and activities,4 - None
5SD_0534,I always take my medication first thing in the morning after brushing my teeth so it's hardwired into my routine.,2 - Your habits and activities,4 - None
5SD_0535,I always keep a bottle of water with me during the day so I remember to take my medication after drinking a glass.,2 - Your habits and activities,4 - None
5SD_0536,I keep missing doses because the side effects are too strong – headaches and dizziness all day long!,5 - Your medication,1 - High
5SD_0537,The side effects make me want to stop taking my medication... It's not worth it if I'm always feeling sick.,5 - Your medication,1 - High
5SD_0538,I've stopped taking my medication for a few days because of severe nausea; it's just unbearable!,5 - Your medication,1 - High
5SD_0539,I'm always running out of my meds because they're so expensive and I can't afford refills.,4 - Your econimic situation,1 - High
5SD_0540,I've been missing doses constantly because the side effects make it hard to focus at work.,5 - Your medication,1 - High
5SD_0541,I feel the need to stop taking my meds because they make me so tired and weak all day long.,5 - Your medication,1 - High
5SD_0542,The side effects are so strong that they make me consider skipping doses.,5 - Your medication,2 - Medium
5SD_0543,I often feel nauseous after taking my medication… sometimes it's so bad I skip the next dose to avoid it.,5 - Your medication,2 - Medium
5SD_0544,I've been skipping doses because the side effects make me too ill to function properly during work hours.,5 - Your medication,1 - High
5SD_0545,"The pill is so big and hard to swallow, I worry I might choke on it.",5 - Your medication,2 - Medium
5SD_0546,"I feel fine and rarely miss doses, but the side effects are bothersome like dry mouth sometimes.",5 - Your medication,2 - Medium
5SD_0547,"I think the medication is working, but sometimes the pills are so small and get mixed up with vitamins.",5 - Your medication,2 - Medium
5SD_0548,"I'm not sure if this is related to the meds or something else, but I've been having trouble sleeping.",5 - Your medication,2 - Medium
5SD_0549,"The pills are so hard that I sometimes grind them up, it makes them easier to take.",5 - Your medication,2 - Medium
5SD_0550,"Even though I've taken the pill correctly, I still feel dizzy, is this normal?",5 - Your medication,2 - Medium
5SD_0551,"Sometimes the medication makes me feel jittery, but it's not too bad, just a minor annoyance.",1 - Your thoughts and feelings,2 - Medium
5SD_0552,"My medication leaves a bad taste in my mouth that lasts for hours, it's really unpleasant.",5 - Your medication,2 - Medium
5SD_0553,"I've been experiencing some skin rashes since starting my new medication, but it doesn't stop me from taking it.",5 - Your medication,3 - Low
5SD_0554,"I rarely miss doses, but the side effects like slight nausea can be annoying at times.",5 - Your medication,3 - Low
5SD_0555,"The pills are hard, but chewing them helps. I'm not sure if that's a problem though.",5 - Your medication,2 - Medium
5SD_0556,"Even though I take it with meals, sometimes I get a bit of an upset stomach after taking my medication.",5 - Your medication,2 - Medium
5SD_0557,"The pills are so small that I keep losing them, especially when they're mixed with others in my organizer.",5 - Your medication,2 - Medium
5SD_0558,"Sometimes I feel drowsy after taking my medication, but it's usually nothing major, just have to rest for a bit.",5 - Your medication,3 - Low
5SD_0559,"The pill size is uncomfortable, and I often take it with extra water, but it's a minor hassle but doesn't stop me from taking it.",5 - Your medication,3 - Low
5SD_0560,"I've been taking my HIV medication, but I can't stand the taste; it's making me nauseous every time.",5 - Your medication,2 - Medium
5SD_0561,"The instructions on my medication say to take it with food, but I often forget when I'm stressed.",5 - Your medication,2 - Medium
5SD_0562,"Sometimes I take my medication late because it makes me feel really tired - that's a problem, right?",5 - Your medication,2 - Medium
5SD_0563,I often forget my medication because the label is confusing and not clear at all!,5 - Your medication,2 - Medium
5SD_0564,"The instructions aren't clear on how often I should take this, sometimes I feel unsure and skip a dose.",5 - Your medication,2 - Medium
5SD_0565,I feel like the medication is too expensive and sometimes wonder if it’s worth the cost.,4 - Your econimic situation,2 - Medium
5SD_0566,"The pill has a very strong taste that makes me not want to take it sometimes, especially first thing in the morning.",5 - Your medication,2 - Medium
5SD_0567,"I sometimes mix up my medication because the packaging looks similar to other pills I have, causing confusion and skipped doses.",5 - Your medication,2 - Medium
5SD_0568,"I'm really frustrated because I had to wait over an hour at the clinic last week just to refill my medication, and they were out of stock.",6 - Your care,2 - Medium
5SD_0569,I had a negative experience with a healthcare professional who seemed dismissive of my concerns about side effects.,6 - Your care,2 - Medium
5SD_0570,"My insurance denied coverage for a medication I need, and it's been really hard to figure out how to pay for it.",4 - Your econimic situation,1 - High
5SD_0571,"I experienced a delay in getting my medication due to an error with the pharmacy's inventory system, which was quite concerning.",6 - Your care,1 - High
5SD_0572,I had an issue with a prescription error that was caught just in time before I took the wrong dosage.,6 - Your care,2 - Medium
5SD_0573,"Sometimes the clinic's staff is not very friendly, which makes me hesitant to ask questions when I need clarification.",6 - Your care,3 - Low
5SD_0574,"I had trouble understanding some of the medical jargon used by my doctor during our last visit, which left me confused about my treatment plan.",6 - Your care,2 - Medium
5SD_0575,The clinic staff was very understanding when I explained my financial difficulties and helped me find a solution for my treatment costs.,4 - Your econimic situation,3 - Low
5SD_0576,The clinic's online portal has made it much easier to communicate with my healthcare provider about any concerns I have.,6 - Your care,4 - None
5SD_0577,The clinic staff went above and beyond to ensure I received my medication on time despite some logistical challenges.,6 - Your care,4 - None
5SD_0578,"I had a minor misunderstanding with the pharmacy about the dosage of my medication, but it was quickly clarified.",6 - Your care,4 - None
5SD_0579,The pharmacy staff was very accommodating when I needed to change my delivery schedule for medications.,6 - Your care,4 - None
5SD_0580,"My pharmacy keeps billing me incorrectly for the same prescription every month, it's really stressing me out.",6 - Your care,3 - Low
5SD_0581,"There was a mix-up at the clinic about my prescription refill date, but thankfully, it was resolved before I ran out of meds.",6 - Your care,3 - Low
5SD_0582,"I often find it difficult to navigate the healthcare system, especially with all the paperwork involved.",6 - Your care,3 - Low
5SD_0583,"I had to call multiple times to get a prescription refill approved, which is quite frustrating.",6 - Your care,2 - Medium
5SD_0584,"I was given incorrect instructions about how to take my medication, but it was quickly corrected after I brought it up with my doctor.",6 - Your care,3 - Low
5SD_0585,"I was informed about a change in my insurance policy that affects my coverage, but I haven't had any issues accessing my medication yet.",6 - Your care,3 - Low
5SD_0586,"I had to switch to a new pharmacy, which caused some initial confusion with my prescription delivery schedule.",6 - Your care,2 - Medium
5SD_0587,"I had an issue with a co-pay that wasn't processed correctly, and it took several calls to resolve.",6 - Your care,2 - Medium
5SD_0588,"I had to switch insurance plans, and it was a hassle to get all the necessary authorizations for my current medications.",6 - Your care,2 - Medium
5SD_0589,The pharmacist explained the side effects very clearly and it made me feel more at ease about taking my meds.,6 - Your care,4 - None
5SD_0590,I missed an appointment because I didn't get a reminder from the clinic and it was really inconvenient to reschedule everything.,6 - Your care,3 - Low
5SD_0591,"The clinic staff was very supportive when I had questions about my treatment plan, which helped me a lot.",6 - Your care,4 - None
5SD_0592,The clinic's new appointment system is great :) It's so much easier to schedule visits now.,6 - Your care,4 - None
5SD_0593,The pharmacy technician was very helpful in explaining the new dosage instructions for my medication.,6 - Your care,4 - None
5SD_0594,The clinic's patient portal is very user-friendly and has made managing my appointments much easier.,6 - Your care,4 - None
5SD_0595,The healthcare provider explained the importance of adherence in a way that really resonated with me and motivated me to stick to my regimen.,6 - Your care,4 - None
5SD_0596,The clinic's new electronic records system has made it easier for me to track my appointments and medication history.,6 - Your care,4 - None
5SD_0597,The healthcare provider was very empathetic and took the time to address all of my concerns about my treatment plan.,6 - Your care,4 - None
5SD_0598,"The healthcare provider gave me clear instructions on managing side effects, which has made taking my medication much easier.",6 - Your care,4 - None
5SD_0599,"My latest CD4 count was lower than expected, which worries me.",7 - Your health,2 - Medium
5SD_0600,"My liver enzymes are elevated, which concerns me.",7 - Your health,3 - Low
5SD_0601,My last lab results showed some concerns with my liver function.,7 - Your health,3 - Low
5SD_0602,"My viral load has spiked recently, which is concerning.",7 - Your health,2 - Medium
5SD_0603,I've been feeling some chest pain that I'm not sure about.,7 - Your health,3 - Low
5SD_0604,I rarely get sick and my overall health feels stable.,7 - Your health,4 - None
5SD_0605,My blood tests show my viral load is undetectable and I'm feeling great!,7 - Your health,4 - None
5SD_0606,"My cholesterol levels are a bit high, according to my last check-up.",7 - Your health,3 - Low
5SD_0607,I've had a few episodes of thrush recently and it's annoying.,7 - Your health,3 - Low
5SD_0608,"My recent viral load test was perfect, no detectable virus!",7 - Your health,4 - None
5SD_0609,"My blood sugar levels are normal, and my diabetes is well-controlled.",7 - Your health,3 - Low
5SD_0610,I've been feeling dizzy and lightheaded occasionally.,7 - Your health,3 - Low
5SD_0611,"My HIV symptoms have been well-managed, and I feel healthy overall.",7 - Your health,4 - None
5SD_0612,I've been feeling great and my health seems stable.,7 - Your health,4 - None
5SD_0613,I've been monitoring my blood sugar closely since it can be affected by HIV meds.,5 - Your medication,3 - Low
5SD_0614,"My blood pressure has been consistently normal, which is a relief.",7 - Your health,4 - None
5SD_0615,"My overall health is good, and I haven't noticed any new symptoms.",7 - Your health,4 - None
5SD_0616,My latest lab results were reassuring and showed no major concerns.,7 - Your health,4 - None
5SD_0617,My doctor said my immune system is responding well to treatment.,7 - Your health,4 - None
5SD_0618,I've been feeling fatigued and noticed some weight loss recently.,7 - Your health,3 - Low
5SD_0619,I've been experiencing some persistent headaches lately.,7 - Your health,3 - Low
5SD_0620,"I've been having some digestive issues, but nothing too serious.",7 - Your health,3 - Low
5SD_0621,I've noticed some skin rashes that I think might be related to HIV.,7 - Your health,2 - Medium
5SD_0622,I've been dealing with some neuropathy in my feet.,7 - Your health,3 - Low
5SD_0623,I've noticed some joint pain that seems to be getting worse.,7 - Your health,3 - Low
5SD_0624,I've been experiencing some anxiety related to my health lately.,7 - Your health,3 - Low
5SD_0625,"I've been feeling a bit under the weather, but nothing serious.",7 - Your health,4 - None
5SD_0626,I've been dealing with some chronic coughing lately.,7 - Your health,3 - Low
5SD_0627,I've had some unexpected bruising that seems unusual for me.,7 - Your health,3 - Low
5SD_0628,I've been experiencing some gastrointestinal issues recently.,7 - Your health,3 - Low
5SD_0629,"I had a flu-like illness last month, but it didn't seem related to HIV.",7 - Your health,3 - Low
5SD_0630,"My doctor said my kidney function tests were slightly off, but I'm not too worried.",7 - Your health,3 - Low
5SD_0631,I've been feeling really tired lately and don't know why.,7 - Your health,3 - Low
5SD_0632,"My blood pressure is a bit high, but I'm managing it with diet and exercise.",7 - Your health,3 - Low
5SD_0633,"I've been having trouble sleeping, but I think it's just stress.",7 - Your health,3 - Low
5SD_0634,"My cholesterol levels are a concern, but I'm on medication for it.",7 - Your health,3 - Low
5SD_0635,I've been skipping meals lately because I can't afford groceries. ,4 - Your econimic situation,1 - High
5SD_0636,I've been partying a lot lately. It's tough to remember to take my pills when I'm out all night.,2 - Your habits and activities,1 - High
5SD_0637,I missed a few doses last week because I ran out of medication. I need to call the pharmacy to refill my prescription.,6 - Your care,1 - High
5SD_0638,"I've been struggling with feeling tired all the time and I wonder if it's because of the new medication, or if it's just life.",1 - Your thoughts and feelings,2 - Medium
5SD_0639,"I've been feeling down lately, but I'm trying to stay motivated to take my medication as prescribed.",1 - Your thoughts and feelings,2 - Medium
5SD_0640,"My partner has been really supportive, but my friends don't know about my HIV status. It makes me feel isolated sometimes.",3 - Your social situation,2 - Medium
5SD_0641,"I've had a really busy week, so I've been forgetting to take my medication sometimes.",2 - Your habits and activities,2 - Medium
5SD_0642,"I'm really stressed out about my work right now, but I know I need to take my medication every day.",2 - Your habits and activities,2 - Medium
5SD_0643,I've been having trouble affording my HIV medication lately. ,4 - Your econimic situation,1 - High
5SD_0644,"The pharmacy keeps running out of stock, and I can't afford to buy it from other places.",6 - Your care,1 - High
5SD_0645,"I've been feeling sick lately and went for a check-up, turns out my HIV medication is causing these symptoms. ",7 - Your health,2 - Medium
5SD_0646,"I had a bad experience at the clinic last week that the staff was rude, and I don't feel comfortable going back there anymore.",6 - Your care,2 - Medium
5SD_0647,"I've been struggling financially, and it's hard to afford my HIV medication every month.",4 - Your econimic situation,1 - High
5SD_0648,"I went to the pharmacy yesterday, but they were out of stock for my HIV medication.",6 - Your care,2 - Medium
5SD_0649,"The nurse at the clinic was supposed to give me my meds yesterday, but she forgot and now I'm worried about missing a dose.",6 - Your care,1 - High
5SD_0650,I feel like the healthcare professionals don't really understand what I'm going through and it makes me feel alone and unwilling to ask for help.,6 - Your care,2 - Medium
5SD_0651,"I had a fight with my partner last night, and it's making me stressed about taking my medication on time.",3 - Your social situation,1 - High
5SD_0652,I'm having trouble paying my rent this month and I don't know if I can afford my HIV medication too.,4 - Your econimic situation,1 - High
5SD_0653,"My clinic is really far from my home, and it's hard for me to get there regularly.",6 - Your care,3 - Low
5SD_0654,I've been taking my meds consistently for the past few weeks but I can't help but wonder if they're making me gain weight.,5 - Your medication,2 - Medium
5SD_0655,"I've noticed a change in the color of my pills recently, I'm worried they might not be working properly.",5 - Your medication,2 - Medium
5SD_0656,I think about stopping my medication because it makes me feel dizzy and tired all the time.,5 - Your medication,1 - High
5SD_0657,"The pharmacy is not convenient for me because it's located far from my home, but they're open late on Fridays.",6 - Your care,3 - Low
5SD_0658,I've been having trouble getting my HIV test results back on time because the lab is always busy.,6 - Your care,3 - Low
5SD_0659,I've been feeling depressed lately and it's hard for me to remember to take my medication.,1 - Your thoughts and feelings,1 - High
5SD_0660,I've been having trouble getting my medication at the pharmacy because it's closed on Sundays.,6 - Your care,2 - Medium
5SD_0661,"My HIV test results came back positive, so I'm going to have to start taking some new medications every day.",1 - Your thoughts and feelings,2 - Medium
5SD_0662,I've been feeling overwhelmed with all the paperwork from my clinic visits. ,6 - Your care,3 - Low
5SD_0663,"I'm worried about the stigma associated with having HIV, it's hard for me to talk to people about my health.",3 - Your social situation,3 - Low
5SD_0664,"I'm worried about the cost of my HIV medication, it's just too expensive for me right now.",4 - Your econimic situation,1 - High
5SD_0665,I'm worried about the impact of HIV on my relationships and social life.,3 - Your social situation,2 - Medium
5SD_0666,"My viral load is stable, but I've been noticing some hair loss since starting my meds.",7 - Your health,2 - Medium
5SD_0667,I had trouble getting an appointment at my doctor's office and now I'm worried about running out of medication.,6 - Your care,1 - High
5SD_0668,I had a misunderstanding with my pharmacist about the dosage of my HIV meds.,6 - Your care,2 - Medium
5SD_0669,It's really frustrating trying to get in touch with my healthcare provider when I have questions or concerns.,6 - Your care,3 - Low
5SD_0670,The clinic where I get my HIV care has a really long waiting list and it takes weeks to get an appointment.,6 - Your care,3 - Low
5SD_0671,I had trouble getting the medication that I needed because of a mistake with my prescription.,6 - Your care,1 - High
5SD_0672,I had trouble accessing the medication that I needed because of a problem with my insurance coverage.,6 - Your care,1 - High
5SD_0673,I had trouble getting the medication that I needed because of a problem with the prescription itself.,6 - Your care,1 - High
5SD_0674,I've been having trouble getting regular supplies of my HIV medication due to issues with the pharmacy and insurance.,6 - Your care,1 - High
5SD_0675,"The cost of my HIV medication is quite high, but I make sure to prioritize it in my budget.",4 - Your econimic situation,3 - Low
5SD_0676,"My doctor is really nice, but the wait times at the clinic can be really long.",6 - Your care,3 - Low
5SD_0677,"My doctor is always on time, but the pharmacy takes forever to fill my prescription.",6 - Your care,2 - Medium
5SD_0678,"My friends are all supportive of me taking my meds, but sometimes they ask me why I need to take them so often but I cant say nothing.",3 - Your social situation,2 - Medium
5SD_0679,"I've been feeling really overwhelmed with my HIV diagnosis, and it's hard for me to stick to my regimen.",1 - Your thoughts and feelings,1 - High
5SD_0680,"I've been experiencing some anxiety lately, and it's hard for me to focus on taking my meds.",1 - Your thoughts and feelings,2 - Medium
5SD_0681,I'm feeling anxious about taking my meds every day.,1 - Your thoughts and feelings,1 - High
5SD_0682,I'm worried about what my family will think if they find out I have HIV.,3 - Your social situation,2 - Medium
5SD_0683,"Taking meds is a burden, but I try to stay positive.",1 - Your thoughts and feelings,2 - Medium
5SD_0684,My doctor doesn't listen to me when I express concerns about my treatment plan.,6 - Your care,2 - Medium
5SD_0685,I'm afraid that taking meds will make me sick or give me other health problems.,1 - Your thoughts and feelings,2 - Medium
5SD_0686,"The thought of missing a pill is stressful, but I try to stay on top of things.",1 - Your thoughts and feelings,3 - Low
5SD_0687,"I wish there was more support available for people living with HIV, especially when it comes to medication adherence",4 - Your econimic situation,2 - Medium
5SD_0688,The thought of having to take meds forever is a burden I try to bear.,1 - Your thoughts and feelings,2 - Medium
5SD_0689,The thought of taking meds is overwhelming at times.,1 - Your thoughts and feelings,2 - Medium
5SD_0690,The thought of having to take meds for the rest of my life is depressing at times.,1 - Your thoughts and feelings,2 - Medium
5SD_0691,"Sometimes, friends ask questions that make me uncomfortable, and I don't know how to respond without feeling judged.",3 - Your social situation,3 - Low
5SD_0692,I avoid going out because people might stare or whisper when they see me taking medication in public.,3 - Your social situation,2 - Medium
5SD_0693,"I've faced some discrimination at work after people found out about my condition, it's stressful and affects how often I take my meds",3 - Your social situation,1 - High
5SD_0694,"I feel judged by some people in my community because of HIV, and it's discouraging at times.",3 - Your social situation,2 - Medium
5SD_0695,"My family tries to help, but sometimes their overprotectiveness makes me feel like I'm not independent enough.",3 - Your social situation,3 - Low
5SD_0696,It's been tough dealing with the stigma at my local clinic:((( I often leave feeling disheartened and skip doses.,3 - Your social situation,1 - High
5SD_0697,Facing stigma from others makes me just want to stop sticking to my medication schedule consistently.,3 - Your social situation,1 - High
5SD_0698,"There are times when I feel isolated because of the stigma associated with HIV, and it affects how often I take my meds.",3 - Your social situation,1 - High
5SD_0699,"I sometimes feel like people judge me when they see me taking my medication, which discourages me from being open about it.",3 - Your social situation,2 - Medium
5SD_0700,There are days when I avoid social situations because I'm worried about being judged for my condition.,3 - Your social situation,3 - Low
